,gender,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,family_size
357,female,38,0,0,13,Second,woman,FALSE,Southampton,no,TRUE,0
358,female,28,0,0,7.8792,Third,woman,FALSE,Queenstown,yes,TRUE,0
359,female,28,0,0,7.8792,Third,woman,FALSE,Queenstown,yes,TRUE,0
360,male,40,1,4,27.9,Third,man,TRUE,Southampton,no,FALSE,5
361,male,29,1,0,27.7208,Second,man,TRUE,Cherbourg,no,FALSE,1
362,female,45,0,1,14.4542,Third,woman,FALSE,Cherbourg,no,FALSE,1
363,male,35,0,0,7.05,Third,man,TRUE,Southampton,no,TRUE,0
364,male,31,1,0,15.5,Third,man,TRUE,Queenstown,no,FALSE,1
365,male,30,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
366,female,60,1,0,75.25,First,woman,FALSE,Cherbourg,yes,FALSE,1
367,female,28,0,0,7.2292,Third,woman,FALSE,Cherbourg,yes,TRUE,0
368,female,28,0,0,7.75,Third,woman,FALSE,Queenstown,yes,TRUE,0
369,female,24,0,0,69.3,First,woman,FALSE,Cherbourg,yes,TRUE,0
370,male,25,1,0,55.4417,First,man,TRUE,Cherbourg,yes,FALSE,1
371,male,18,1,0,6.4958,Third,man,TRUE,Southampton,no,FALSE,1
372,male,19,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
373,male,22,0,0,135.6333,First,man,TRUE,Cherbourg,no,TRUE,0
374,female,3,3,1,21.075,Third,child,FALSE,Southampton,no,FALSE,4
375,female,28,1,0,82.1708,First,woman,FALSE,Cherbourg,yes,FALSE,1
376,female,22,0,0,7.25,Third,woman,FALSE,Southampton,yes,TRUE,0
377,male,27,0,2,211.5,First,man,TRUE,Cherbourg,no,FALSE,2
378,male,20,0,0,4.0125,Third,man,TRUE,Cherbourg,no,TRUE,0
379,male,19,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
380,female,42,0,0,227.525,First,woman,FALSE,Cherbourg,yes,TRUE,0
381,female,1,0,2,15.7417,Third,child,FALSE,Cherbourg,yes,FALSE,2
382,male,32,0,0,7.925,Third,man,TRUE,Southampton,no,TRUE,0
383,female,35,1,0,52,First,woman,FALSE,Southampton,yes,FALSE,1
384,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
385,male,18,0,0,73.5,Second,man,TRUE,Southampton,no,TRUE,0
386,male,1,5,2,46.9,Third,child,FALSE,Southampton,no,FALSE,7
387,female,36,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
388,male,31,0,0,7.7292,Third,man,TRUE,Queenstown,no,TRUE,0
389,female,17,0,0,12,Second,woman,FALSE,Cherbourg,yes,TRUE,0
390,male,36,1,2,120,First,man,TRUE,Southampton,yes,FALSE,3
391,male,21,0,0,7.7958,Third,man,TRUE,Southampton,yes,TRUE,0
392,male,28,2,0,7.925,Third,man,TRUE,Southampton,no,FALSE,2
393,female,23,1,0,113.275,First,woman,FALSE,Cherbourg,yes,FALSE,1
394,female,24,0,2,16.7,Third,woman,FALSE,Southampton,yes,FALSE,2
395,male,22,0,0,7.7958,Third,man,TRUE,Southampton,no,TRUE,0
396,female,31,0,0,7.8542,Third,woman,FALSE,Southampton,no,TRUE,0
397,male,46,0,0,26,Second,man,TRUE,Southampton,no,TRUE,0
398,male,23,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
399,female,28,0,0,12.65,Second,woman,FALSE,Southampton,yes,TRUE,0
400,male,39,0,0,7.925,Third,man,TRUE,Southampton,yes,TRUE,0
401,male,26,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
402,female,21,1,0,9.825,Third,woman,FALSE,Southampton,no,FALSE,1
403,male,28,1,0,15.85,Third,man,TRUE,Southampton,no,FALSE,1
404,female,20,0,0,8.6625,Third,woman,FALSE,Southampton,no,TRUE,0
405,male,34,1,0,21,Second,man,TRUE,Southampton,no,FALSE,1
406,male,51,0,0,7.75,Third,man,TRUE,Southampton,no,TRUE,0
407,male,3,1,1,18.75,Second,child,FALSE,Southampton,yes,FALSE,2
408,male,21,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
409,female,28,3,1,25.4667,Third,woman,FALSE,Southampton,no,FALSE,4
410,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
411,male,31,0,0,6.8583,Third,man,TRUE,Queenstown,no,TRUE,0
412,female,33,1,0,90,First,woman,FALSE,Queenstown,yes,FALSE,1
413,male,31,0,0,0,Second,man,TRUE,Southampton,no,TRUE,0
414,male,44,0,0,7.925,Third,man,TRUE,Southampton,yes,TRUE,0
415,female,28,0,0,8.05,Third,woman,FALSE,Southampton,no,TRUE,0
416,female,34,1,1,32.5,Second,woman,FALSE,Southampton,yes,FALSE,2
417,female,18,0,2,13,Second,woman,FALSE,Southampton,yes,FALSE,2
418,male,30,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
419,female,10,0,2,24.15,Third,child,FALSE,Southampton,no,FALSE,2
420,male,31,0,0,7.8958,Third,man,TRUE,Cherbourg,no,TRUE,0
421,male,21,0,0,7.7333,Third,man,TRUE,Queenstown,no,TRUE,0
422,male,29,0,0,7.875,Third,man,TRUE,Southampton,no,TRUE,0
423,female,28,1,1,14.4,Third,woman,FALSE,Southampton,no,FALSE,2
424,male,18,1,1,20.2125,Third,man,TRUE,Southampton,no,FALSE,2
425,male,31,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
426,female,28,1,0,26,Second,woman,FALSE,Southampton,yes,FALSE,1
427,female,19,0,0,26,Second,woman,FALSE,Southampton,yes,TRUE,0
428,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
429,male,32,0,0,8.05,Third,man,TRUE,Southampton,yes,TRUE,0
430,male,28,0,0,26.55,First,man,TRUE,Southampton,yes,TRUE,0
431,female,28,1,0,16.1,Third,woman,FALSE,Southampton,yes,FALSE,1
432,female,42,1,0,26,Second,woman,FALSE,Southampton,yes,FALSE,1
433,male,17,0,0,7.125,Third,man,TRUE,Southampton,no,TRUE,0
434,male,50,1,0,55.9,First,man,TRUE,Southampton,no,FALSE,1
435,female,14,1,2,120,First,child,FALSE,Southampton,yes,FALSE,3
436,female,21,2,2,34.375,Third,woman,FALSE,Southampton,no,FALSE,4
437,female,24,2,3,18.75,Second,woman,FALSE,Southampton,yes,FALSE,5
438,male,64,1,4,263,First,man,TRUE,Southampton,no,FALSE,5
439,male,31,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
440,female,45,1,1,26.25,Second,woman,FALSE,Southampton,yes,FALSE,2
441,male,20,0,0,9.5,Third,man,TRUE,Southampton,no,TRUE,0
442,male,25,1,0,7.775,Third,man,TRUE,Southampton,no,FALSE,1
443,female,28,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
444,male,31,0,0,8.1125,Third,man,TRUE,Southampton,yes,TRUE,0
445,male,4,0,2,81.8583,First,child,FALSE,Southampton,yes,FALSE,2
446,female,13,0,1,19.5,Second,child,FALSE,Southampton,yes,FALSE,1
447,male,34,0,0,26.55,First,man,TRUE,Southampton,yes,TRUE,0
448,female,5,2,1,19.2583,Third,child,FALSE,Cherbourg,yes,FALSE,3
449,male,52,0,0,30.5,First,man,TRUE,Southampton,yes,TRUE,0
450,male,36,1,2,27.75,Second,man,TRUE,Southampton,no,FALSE,3
451,male,31,1,0,19.9667,Third,man,TRUE,Southampton,no,FALSE,1
452,male,30,0,0,27.75,First,man,TRUE,Cherbourg,no,TRUE,0
453,male,49,1,0,89.1042,First,man,TRUE,Cherbourg,yes,FALSE,1
454,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
455,male,29,0,0,7.8958,Third,man,TRUE,Cherbourg,yes,TRUE,0
456,male,65,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
457,female,28,1,0,51.8625,First,woman,FALSE,Southampton,yes,FALSE,1
458,female,50,0,0,10.5,Second,woman,FALSE,Southampton,yes,TRUE,0
459,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
460,male,48,0,0,26.55,First,man,TRUE,Southampton,yes,TRUE,0
461,male,34,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
462,male,47,0,0,38.5,First,man,TRUE,Southampton,no,TRUE,0
463,male,48,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
464,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
465,male,38,0,0,7.05,Third,man,TRUE,Southampton,no,TRUE,0
466,male,31,0,0,0,Second,man,TRUE,Southampton,no,TRUE,0
467,male,56,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
468,male,31,0,0,7.725,Third,man,TRUE,Queenstown,no,TRUE,0
469,female,0.75,2,1,19.2583,Third,child,FALSE,Cherbourg,yes,FALSE,3
470,male,31,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
471,male,38,0,0,8.6625,Third,man,TRUE,Southampton,no,TRUE,0
472,female,33,1,2,27.75,Second,woman,FALSE,Southampton,yes,FALSE,3
473,female,23,0,0,13.7917,Second,woman,FALSE,Cherbourg,yes,TRUE,0
474,female,22,0,0,9.8375,Third,woman,FALSE,Southampton,no,TRUE,0
475,male,31,0,0,52,First,man,TRUE,Southampton,no,TRUE,0
476,male,34,1,0,21,Second,man,TRUE,Southampton,no,FALSE,1
477,male,29,1,0,7.0458,Third,man,TRUE,Southampton,no,FALSE,1
478,male,22,0,0,7.5208,Third,man,TRUE,Southampton,no,TRUE,0
479,female,2,0,1,12.2875,Third,child,FALSE,Southampton,yes,FALSE,1
480,male,9,5,2,46.9,Third,child,FALSE,Southampton,no,FALSE,7
481,male,31,0,0,0,Second,man,TRUE,Southampton,no,TRUE,0
482,male,50,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
483,female,63,0,0,9.5875,Third,woman,FALSE,Southampton,yes,TRUE,0
484,male,25,1,0,91.0792,First,man,TRUE,Cherbourg,yes,FALSE,1
485,female,28,3,1,25.4667,Third,woman,FALSE,Southampton,no,FALSE,4
486,female,35,1,0,90,First,woman,FALSE,Southampton,yes,FALSE,1
487,male,58,0,0,29.7,First,man,TRUE,Cherbourg,no,TRUE,0
488,male,30,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
489,male,9,1,1,15.9,Third,child,FALSE,Southampton,yes,FALSE,2
490,male,31,1,0,19.9667,Third,man,TRUE,Southampton,no,FALSE,1
491,male,21,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
492,male,55,0,0,30.5,First,man,TRUE,Southampton,no,TRUE,0
493,male,71,0,0,49.5042,First,man,TRUE,Cherbourg,no,TRUE,0
494,male,21,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
495,male,31,0,0,14.4583,Third,man,TRUE,Cherbourg,no,TRUE,0
496,female,54,1,0,78.2667,First,woman,FALSE,Cherbourg,yes,FALSE,1
497,male,31,0,0,15.1,Third,man,TRUE,Southampton,no,TRUE,0
498,female,25,1,2,151.55,First,woman,FALSE,Southampton,no,FALSE,3
499,male,24,0,0,7.7958,Third,man,TRUE,Southampton,no,TRUE,0
500,male,17,0,0,8.6625,Third,man,TRUE,Southampton,no,TRUE,0
501,female,21,0,0,7.75,Third,woman,FALSE,Queenstown,no,TRUE,0
502,female,28,0,0,7.6292,Third,woman,FALSE,Queenstown,no,TRUE,0
503,female,37,0,0,9.5875,Third,woman,FALSE,Southampton,no,TRUE,0
504,female,16,0,0,86.5,First,woman,FALSE,Southampton,yes,TRUE,0
505,male,18,1,0,108.9,First,man,TRUE,Cherbourg,no,FALSE,1
506,female,33,0,2,26,Second,woman,FALSE,Southampton,yes,FALSE,2
507,male,31,0,0,26.55,First,man,TRUE,Southampton,yes,TRUE,0
508,male,28,0,0,22.525,Third,man,TRUE,Southampton,no,TRUE,0
509,male,26,0,0,56.4958,Third,man,TRUE,Southampton,yes,TRUE,0
510,male,29,0,0,7.75,Third,man,TRUE,Queenstown,yes,TRUE,0
511,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
512,male,36,0,0,26.2875,First,man,TRUE,Southampton,yes,TRUE,0
513,female,54,1,0,59.4,First,woman,FALSE,Cherbourg,yes,FALSE,1
514,male,24,0,0,7.4958,Third,man,TRUE,Southampton,no,TRUE,0
515,male,47,0,0,34.0208,First,man,TRUE,Southampton,no,TRUE,0
516,female,34,0,0,10.5,Second,woman,FALSE,Southampton,yes,TRUE,0
517,male,31,0,0,24.15,Third,man,TRUE,Queenstown,no,TRUE,0
518,female,36,1,0,26,Second,woman,FALSE,Southampton,yes,FALSE,1
519,male,32,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
520,female,30,0,0,93.5,First,woman,FALSE,Southampton,yes,TRUE,0
521,male,22,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
522,male,31,0,0,7.225,Third,man,TRUE,Cherbourg,no,TRUE,0
523,female,44,0,1,57.9792,First,woman,FALSE,Cherbourg,yes,FALSE,1
524,male,31,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
525,male,40.5,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
526,female,50,0,0,10.5,Second,woman,FALSE,Southampton,yes,TRUE,0
527,male,31,0,0,221.7792,First,man,TRUE,Southampton,no,TRUE,0
528,male,39,0,0,7.925,Third,man,TRUE,Southampton,no,TRUE,0
529,male,23,2,1,11.5,Second,man,TRUE,Southampton,no,FALSE,3
530,female,2,1,1,26,Second,child,FALSE,Southampton,yes,FALSE,2
531,male,31,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
532,male,17,1,1,7.2292,Third,man,TRUE,Cherbourg,no,FALSE,2
533,female,28,0,2,22.3583,Third,woman,FALSE,Cherbourg,yes,FALSE,2
534,female,30,0,0,8.6625,Third,woman,FALSE,Southampton,no,TRUE,0
535,female,7,0,2,26.25,Second,child,FALSE,Southampton,yes,FALSE,2
536,male,45,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
537,female,30,0,0,106.425,First,woman,FALSE,Cherbourg,yes,TRUE,0
538,male,31,0,0,14.5,Third,man,TRUE,Southampton,no,TRUE,0
539,female,22,0,2,49.5,First,woman,FALSE,Cherbourg,yes,FALSE,2
540,female,36,0,2,71,First,woman,FALSE,Southampton,yes,FALSE,2
541,female,9,4,2,31.275,Third,child,FALSE,Southampton,no,FALSE,6
542,female,11,4,2,31.275,Third,child,FALSE,Southampton,no,FALSE,6
543,male,32,1,0,26,Second,man,TRUE,Southampton,yes,FALSE,1
544,male,50,1,0,106.425,First,man,TRUE,Cherbourg,no,FALSE,1
545,male,64,0,0,26,First,man,TRUE,Southampton,no,TRUE,0
546,female,19,1,0,26,Second,woman,FALSE,Southampton,yes,FALSE,1
547,male,31,0,0,13.8625,Second,man,TRUE,Cherbourg,yes,TRUE,0
548,male,33,1,1,20.525,Third,man,TRUE,Southampton,no,FALSE,2
549,male,8,1,1,36.75,Second,child,FALSE,Southampton,yes,FALSE,2
550,male,17,0,2,110.8833,First,man,TRUE,Cherbourg,yes,FALSE,2
551,male,27,0,0,26,Second,man,TRUE,Southampton,no,TRUE,0
552,male,31,0,0,7.8292,Third,man,TRUE,Queenstown,no,TRUE,0
553,male,22,0,0,7.225,Third,man,TRUE,Cherbourg,yes,TRUE,0
554,female,22,0,0,7.775,Third,woman,FALSE,Southampton,yes,TRUE,0
555,male,62,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
556,female,48,1,0,39.6,First,woman,FALSE,Cherbourg,yes,FALSE,1
557,male,31,0,0,227.525,First,man,TRUE,Cherbourg,no,TRUE,0
558,female,39,1,1,79.65,First,woman,FALSE,Southampton,yes,FALSE,2
559,female,36,1,0,17.4,Third,woman,FALSE,Southampton,yes,FALSE,1
560,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
561,male,40,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
562,male,28,0,0,13.5,Second,man,TRUE,Southampton,no,TRUE,0
563,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
564,female,28,0,0,8.05,Third,woman,FALSE,Southampton,no,TRUE,0
565,male,24,2,0,24.15,Third,man,TRUE,Southampton,no,FALSE,2
566,male,19,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
567,female,29,0,4,21.075,Third,woman,FALSE,Southampton,no,FALSE,4
568,male,31,0,0,7.2292,Third,man,TRUE,Cherbourg,no,TRUE,0
569,male,32,0,0,7.8542,Third,man,TRUE,Southampton,yes,TRUE,0
570,male,62,0,0,10.5,Second,man,TRUE,Southampton,yes,TRUE,0
571,female,53,2,0,51.4792,First,woman,FALSE,Southampton,yes,FALSE,2
572,male,36,0,0,26.3875,First,man,TRUE,Southampton,yes,TRUE,0
573,female,28,0,0,7.75,Third,woman,FALSE,Queenstown,yes,TRUE,0
574,male,16,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
575,male,19,0,0,14.5,Third,man,TRUE,Southampton,no,TRUE,0
576,female,34,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
577,female,39,1,0,55.9,First,woman,FALSE,Southampton,yes,FALSE,1
578,female,28,1,0,14.4583,Third,woman,FALSE,Cherbourg,no,FALSE,1
579,male,32,0,0,7.925,Third,man,TRUE,Southampton,yes,TRUE,0
580,female,25,1,1,30,Second,woman,FALSE,Southampton,yes,FALSE,2
581,female,39,1,1,110.8833,First,woman,FALSE,Cherbourg,yes,FALSE,2
582,male,54,0,0,26,Second,man,TRUE,Southampton,no,TRUE,0
583,male,36,0,0,40.125,First,man,TRUE,Cherbourg,no,TRUE,0
584,male,31,0,0,8.7125,Third,man,TRUE,Cherbourg,no,TRUE,0
585,female,18,0,2,79.65,First,woman,FALSE,Southampton,yes,FALSE,2
586,male,47,0,0,15,Second,man,TRUE,Southampton,no,TRUE,0
587,male,60,1,1,79.2,First,man,TRUE,Cherbourg,yes,FALSE,2
588,male,22,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
589,male,31,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
590,male,35,0,0,7.125,Third,man,TRUE,Southampton,no,TRUE,0
591,female,52,1,0,78.2667,First,woman,FALSE,Cherbourg,yes,FALSE,1
592,male,47,0,0,7.25,Third,man,TRUE,Southampton,no,TRUE,0
593,female,28,0,2,7.75,Third,woman,FALSE,Queenstown,no,FALSE,2
594,male,37,1,0,26,Second,man,TRUE,Southampton,no,FALSE,1
595,male,36,1,1,24.15,Third,man,TRUE,Southampton,no,FALSE,2
596,female,28,0,0,33,Second,woman,FALSE,Southampton,yes,TRUE,0
597,male,49,0,0,0,Third,man,TRUE,Southampton,no,TRUE,0
598,male,31,0,0,7.225,Third,man,TRUE,Cherbourg,no,TRUE,0
599,male,49,1,0,56.9292,First,man,TRUE,Cherbourg,yes,FALSE,1
600,female,24,2,1,27,Second,woman,FALSE,Southampton,yes,FALSE,3
601,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
602,male,31,0,0,42.4,First,man,TRUE,Southampton,no,TRUE,0
603,male,44,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
604,male,35,0,0,26.55,First,man,TRUE,Cherbourg,yes,TRUE,0
605,male,36,1,0,15.55,Third,man,TRUE,Southampton,no,FALSE,1
606,male,30,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
607,male,27,0,0,30.5,First,man,TRUE,Southampton,yes,TRUE,0
608,female,22,1,2,41.5792,Second,woman,FALSE,Cherbourg,yes,FALSE,3
609,female,40,0,0,153.4625,First,woman,FALSE,Southampton,yes,TRUE,0
610,female,39,1,5,31.275,Third,woman,FALSE,Southampton,no,FALSE,6
611,male,31,0,0,7.05,Third,man,TRUE,Southampton,no,TRUE,0
612,female,28,1,0,15.5,Third,woman,FALSE,Queenstown,yes,FALSE,1
613,male,31,0,0,7.75,Third,man,TRUE,Queenstown,no,TRUE,0
614,male,35,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
615,female,24,1,2,65,Second,woman,FALSE,Southampton,yes,FALSE,3
616,male,34,1,1,14.4,Third,man,TRUE,Southampton,no,FALSE,2
617,female,26,1,0,16.1,Third,woman,FALSE,Southampton,no,FALSE,1
618,female,4,2,1,39,Second,child,FALSE,Southampton,yes,FALSE,3
619,male,26,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
620,male,27,1,0,14.4542,Third,man,TRUE,Cherbourg,no,FALSE,1
621,male,42,1,0,52.5542,First,man,TRUE,Southampton,yes,FALSE,1
622,male,20,1,1,15.7417,Third,man,TRUE,Cherbourg,yes,FALSE,2
623,male,21,0,0,7.8542,Third,man,TRUE,Southampton,no,TRUE,0
624,male,21,0,0,16.1,Third,man,TRUE,Southampton,no,TRUE,0
625,male,61,0,0,32.3208,First,man,TRUE,Southampton,no,TRUE,0
626,male,57,0,0,12.35,Second,man,TRUE,Queenstown,no,TRUE,0
627,female,21,0,0,77.9583,First,woman,FALSE,Southampton,yes,TRUE,0
628,male,26,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
629,male,31,0,0,7.7333,Third,man,TRUE,Queenstown,no,TRUE,0
630,male,80,0,0,30,First,man,TRUE,Southampton,yes,TRUE,0
631,male,51,0,0,7.0542,Third,man,TRUE,Southampton,no,TRUE,0
632,male,32,0,0,30.5,First,man,TRUE,Cherbourg,yes,TRUE,0
633,male,31,0,0,0,First,man,TRUE,Southampton,no,TRUE,0
634,female,9,3,2,27.9,Third,child,FALSE,Southampton,no,FALSE,5
635,female,28,0,0,13,Second,woman,FALSE,Southampton,yes,TRUE,0
636,male,32,0,0,7.925,Third,man,TRUE,Southampton,no,TRUE,0
637,male,31,1,1,26.25,Second,man,TRUE,Southampton,no,FALSE,2
638,female,41,0,5,39.6875,Third,woman,FALSE,Southampton,no,FALSE,5
639,male,31,1,0,16.1,Third,man,TRUE,Southampton,no,FALSE,1
640,male,20,0,0,7.8542,Third,man,TRUE,Southampton,no,TRUE,0
641,female,24,0,0,69.3,First,woman,FALSE,Cherbourg,yes,TRUE,0
642,female,2,3,2,27.9,Third,child,FALSE,Southampton,no,FALSE,5
643,male,31,0,0,56.4958,Third,man,TRUE,Southampton,yes,TRUE,0
644,female,0.75,2,1,19.2583,Third,child,FALSE,Cherbourg,yes,FALSE,3
645,male,48,1,0,76.7292,First,man,TRUE,Cherbourg,yes,FALSE,1
646,male,19,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
647,male,56,0,0,35.5,First,man,TRUE,Cherbourg,yes,TRUE,0
648,male,31,0,0,7.55,Third,man,TRUE,Southampton,no,TRUE,0
649,female,23,0,0,7.55,Third,woman,FALSE,Southampton,yes,TRUE,0
650,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
651,female,18,0,1,23,Second,woman,FALSE,Southampton,yes,FALSE,1
652,male,21,0,0,8.4333,Third,man,TRUE,Southampton,no,TRUE,0
653,female,28,0,0,7.8292,Third,woman,FALSE,Queenstown,yes,TRUE,0
654,female,18,0,0,6.75,Third,woman,FALSE,Queenstown,no,TRUE,0
655,male,24,2,0,73.5,Second,man,TRUE,Southampton,no,FALSE,2
656,male,31,0,0,7.8958,Third,man,TRUE,Southampton,no,TRUE,0
657,female,32,1,1,15.5,Third,woman,FALSE,Queenstown,no,FALSE,2
658,male,23,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
659,male,58,0,2,113.275,First,man,TRUE,Cherbourg,no,FALSE,2
660,male,50,2,0,133.65,First,man,TRUE,Southampton,yes,FALSE,2
661,male,40,0,0,7.225,Third,man,TRUE,Cherbourg,no,TRUE,0
662,male,47,0,0,25.5875,First,man,TRUE,Southampton,no,TRUE,0
663,male,36,0,0,7.4958,Third,man,TRUE,Southampton,no,TRUE,0
664,male,20,1,0,7.925,Third,man,TRUE,Southampton,yes,FALSE,1
665,male,32,2,0,73.5,Second,man,TRUE,Southampton,no,FALSE,2
666,male,25,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
667,male,31,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
668,male,43,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
669,female,28,1,0,52,First,woman,FALSE,Southampton,yes,FALSE,1
670,female,40,1,1,39,Second,woman,FALSE,Southampton,yes,FALSE,2
671,male,31,1,0,52,First,man,TRUE,Southampton,no,FALSE,1
672,male,70,0,0,10.5,Second,man,TRUE,Southampton,no,TRUE,0
673,male,31,0,0,13,Second,man,TRUE,Southampton,yes,TRUE,0
674,male,31,0,0,0,Second,man,TRUE,Southampton,no,TRUE,0
675,male,18,0,0,7.775,Third,man,TRUE,Southampton,no,TRUE,0
676,male,24.5,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
677,female,18,0,0,9.8417,Third,woman,FALSE,Southampton,yes,TRUE,0
678,female,43,1,6,46.9,Third,woman,FALSE,Southampton,no,FALSE,7
679,male,36,0,1,512.3292,First,man,TRUE,Cherbourg,yes,FALSE,1
680,female,28,0,0,8.1375,Third,woman,FALSE,Queenstown,no,TRUE,0
681,male,27,0,0,76.7292,First,man,TRUE,Cherbourg,yes,TRUE,0
682,male,20,0,0,9.225,Third,man,TRUE,Southampton,no,TRUE,0
683,male,14,5,2,46.9,Third,child,FALSE,Southampton,no,FALSE,7
684,male,60,1,1,39,Second,man,TRUE,Southampton,no,FALSE,2
685,male,25,1,2,41.5792,Second,man,TRUE,Cherbourg,no,FALSE,3
686,male,14,4,1,39.6875,Third,child,FALSE,Southampton,no,FALSE,5
687,male,19,0,0,10.1708,Third,man,TRUE,Southampton,no,TRUE,0
688,male,18,0,0,7.7958,Third,man,TRUE,Southampton,no,TRUE,0
689,female,15,0,1,211.3375,First,child,FALSE,Southampton,yes,FALSE,1
690,male,31,1,0,57,First,man,TRUE,Southampton,yes,FALSE,1
691,female,4,0,1,13.4167,Third,child,FALSE,Cherbourg,yes,FALSE,1
692,male,31,0,0,56.4958,Third,man,TRUE,Southampton,yes,TRUE,0
693,male,25,0,0,7.225,Third,man,TRUE,Cherbourg,no,TRUE,0
694,male,60,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
695,male,52,0,0,13.5,Second,man,TRUE,Southampton,no,TRUE,0
696,male,44,0,0,8.05,Third,man,TRUE,Southampton,no,TRUE,0
697,female,28,0,0,7.7333,Third,woman,FALSE,Queenstown,yes,TRUE,0
698,male,49,1,1,110.8833,First,man,TRUE,Cherbourg,no,FALSE,2
699,male,42,0,0,7.65,Third,man,TRUE,Southampton,no,TRUE,0
700,female,18,1,0,227.525,First,woman,FALSE,Cherbourg,yes,FALSE,1
701,male,35,0,0,26.2875,First,man,TRUE,Southampton,yes,TRUE,0
702,female,18,0,1,14.4542,Third,woman,FALSE,Cherbourg,no,FALSE,1
703,male,25,0,0,7.7417,Third,man,TRUE,Queenstown,no,TRUE,0
704,male,26,1,0,7.8542,Third,man,TRUE,Southampton,no,FALSE,1
705,male,39,0,0,26,Second,man,TRUE,Southampton,no,TRUE,0
706,female,45,0,0,13.5,Second,woman,FALSE,Southampton,yes,TRUE,0
707,male,42,0,0,26.2875,First,man,TRUE,Southampton,yes,TRUE,0
708,female,22,0,0,151.55,First,woman,FALSE,Southampton,yes,TRUE,0
709,male,31,1,1,15.2458,Third,man,TRUE,Cherbourg,yes,FALSE,2
710,female,24,0,0,49.5042,First,woman,FALSE,Cherbourg,yes,TRUE,0
711,male,31,0,0,26.55,First,man,TRUE,Southampton,no,TRUE,0
712,male,48,1,0,52,First,man,TRUE,Southampton,yes,FALSE,1
713,male,29,0,0,9.4833,Third,man,TRUE,Southampton,no,TRUE,0
714,male,52,0,0,13,Second,man,TRUE,Southampton,no,TRUE,0
